Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats,Price,Brand,Model,Age,Mileage(kmpl)
Mumbai,141537,Petrol,Manual,Second,998.0,67.1,5.0,1.05,Maruti,Wagon,14,18.9
Delhi,51000,Diesel,Automatic,First,1582.0,126.32,5.0,5.64,Hyundai,Verna,7,19.08
Coimbatore,29311,Diesel,Automatic,First,2143.0,170.0,5.0,50.97,Mercedes-Benz,GLC,1,17.9
Mumbai,31000,Diesel,Automatic,First,1995.0,190.0,5.0,29.95,BMW,3,4,21.76
Mumbai,80000,Diesel,Manual,Second,1498.0,98.6,7.0,4.85,Honda,Mobilio,6,24.2
Hyderabad,33000,Diesel,Automatic,First,1582.0,126.2,5.0,14.5,Hyundai,Creta,4,17.01
Hyderabad,71556,Petrol,Manual,First,1497.0,118.0,5.0,5.5,Honda,City,9,17.0
Bangalore,85000,Diesel,Manual,First,1399.0,68.0,5.0,3.2,Ford,Fiesta,9,17.8
Chennai,91000,Diesel,Manual,First,1248.0,74.0,5.0,4.5,Maruti,Swift,4,26.59
Coimbatore,73187,Diesel,Automatic,First,2143.0,204.0,5.0,30.72,Mercedes-Benz,E-Class,5,13.0
Jaipur,232000,Diesel,Manual,First,1991.0,147.9,7.0,3.5,Chevrolet,Captiva,11,11.5
Bangalore,127079,Diesel,Manual,First,2494.0,102.0,7.0,6.99,Toyota,Innova,13,12.8
Kochi,58816,Diesel,Manual,First,1493.0,100.0,7.0,3.45,Mahindra,Quanto,6,17.21
Kochi,63818,Petrol,Manual,First,1497.0,117.3,5.0,6.57,Honda,City,5,17.4
Kolkata,40000,Diesel,Automatic,First,1968.0,174.33,5.0,17.5,Audi,A4,6,17.11
Delhi,77445,Diesel,Manual,First,1199.0,73.9,5.0,3.75,Volkswagen,Polo,7,22.07
Pune,14000,Petrol,Automatic,First,1497.0,121.36,5.0,9.99,Ford,EcoSport,3,14.8
Kolkata,85122,Diesel,Manual,First,2494.0,100.0,7.0,8.2,Toyota,Innova,8,12.99
Jaipur,123000,Petrol,Manual,Third,1493.0,100.0,5.0,1.1,Honda,City,15,13.0
Kochi,61000,CNG,Manual,First,1586.0,85.7,5.0,3.89,Maruti,SX4,5,
Chennai,63714,Petrol,Manual,First,796.0,47.3,5.0,2.45,Maruti,Alto,5,24.7
Pune,53000,Diesel,Automatic,First,2987.0,224.34,5.0,13.75,Mercedes-Benz,M-Class,11,8.7
Kolkata,60000,Diesel,Manual,First,1248.0,74.0,5.0,3.0,Maruti,Swift,3,26.59
Ahmedabad,33000,Diesel,Manual,First,1248.0,88.5,5.0,9.25,Maruti,Vitara,3,24.3
Mumbai,31000,Diesel,Automatic,First,2400.0,215.0,5.0,17.65,Volvo,S60,7,13.2
Delhi,79000,Diesel,Automatic,First,2982.0,168.5,7.0,18.25,Toyota,Fortuner,6,12.55
Kochi,67914,Diesel,Manual,First,1396.0,90.0,5.0,3.45,Hyundai,i20,7,23.0
Bangalore,58970,Diesel,Automatic,First,1968.0,174.33,5.0,23.75,Audi,A4,5,17.11
Mumbai,60000,Diesel,Manual,Second,1461.0,108.5,5.0,5.45,Nissan,Terrano,7,19.64
Coimbatore,35225,Petrol,Automatic,First,998.0,67.04,5.0,5.25,Maruti,Celerio,3,23.1
Delhi,69496,Petrol,Manual,First,1298.0,,5.0,1.1,Maruti,Esteem,15,15.9
Delhi,62282,Petrol,Automatic,First,1197.0,78.9,5.0,2.9,Hyundai,i10,8,16.95
Hyderabad,80000,Diesel,Automatic,First,1995.0,190.0,5.0,14.2,BMW,3,10,22.69
Kochi,43698,Petrol,Manual,First,1197.0,82.0,5.0,5.8,Hyundai,Grand,2,18.9
Coimbatore,28052,Petrol,Automatic,First,1197.0,82.0,5.0,7.22,Hyundai,Grand,3,18.9
Coimbatore,29091,Petrol,Manual,First,1197.0,81.86,5.0,4.87,Hyundai,Grand,4,18.9
Delhi,63000,Petrol,Manual,First,1198.0,74.0,5.0,3.3,Volkswagen,Polo,7,16.47
Hyderabad,91000,Petrol,Manual,Second,1497.0,78.0,5.0,3.0,Honda,City,13,17.7
Hyderabad,30000,Diesel,Automatic,First,2143.0,136.0,5.0,26.0,Mercedes-Benz,GLA,6,17.9
Hyderabad,24571,Petrol,Manual,First,796.0,35.0,5.0,2.9,Maruti,Omni,3,14.0
Bangalore,45000,Petrol,Automatic,First,1591.0,121.3,5.0,7.5,Hyundai,Verna,6,15.74
Hyderabad,24617,Petrol,Manual,First,796.0,47.3,5.0,2.36,Maruti,Alto,5,22.74
Coimbatore,26927,Diesel,Manual,First,1248.0,88.5,5.0,11.39,Maruti,Vitara,3,24.3
Kochi,87736,Diesel,Manual,First,2179.0,140.0,7.0,7.02,Mahindra,XUV500,7,15.1
Delhi,35299,Diesel,Manual,First,1248.0,88.5,5.0,8.0,Maruti,Vitara,4,24.3
Kochi,51612,Petrol,Manual,First,1197.0,81.83,5.0,7.11,Hyundai,i20,3,18.6
Mumbai,55300,Diesel,Automatic,First,1796.0,157.7,5.0,3.9,Mercedes-Benz,E-Class,22,10.0
Hyderabad,65090,Petrol,Manual,First,796.0,46.3,5.0,2.15,Maruti,Alto,11,19.7
Kolkata,40000,Petrol,Manual,First,1198.0,86.7,5.0,3.25,Honda,Amaze,7,18.0
Kochi,38467,Diesel,Automatic,First,2993.0,,5.0,70.66,Land,Rover,5,12.65
Mumbai,71904,Diesel,Manual,First,1120.0,70.0,5.0,4.61,Hyundai,Grand,7,24.0
Mumbai,87000,Petrol,Manual,First,1799.0,130.0,5.0,2.35,Honda,Civic,12,13.5
Chennai,33000,Diesel,Manual,Second,1120.0,70.0,5.0,4.05,Hyundai,Grand,6,24.0
Jaipur,22100,Petrol,Manual,Second,796.0,37.0,4.0,0.8,Maruti,800,11,16.1
Hyderabad,59589,Diesel,Manual,First,1364.0,67.1,5.0,5.6,Toyota,Etios,6,23.59
Delhi,44000,Diesel,Manual,First,1396.0,88.73,5.0,5.35,Hyundai,i20,5,22.54
Mumbai,12000,Petrol,Manual,First,998.0,67.1,5.0,3.25,Maruti,Alto,3,24.07
Pune,66000,Diesel,Automatic,Second,1995.0,184.0,5.0,11.5,BMW,X1,8,17.05
Pune,38009,Petrol,Automatic,First,998.0,67.04,5.0,4.25,Maruti,Celerio,4,23.1
Mumbai,35000,Petrol,Automatic,Second,1798.0,157.75,5.0,4.45,Skoda,Superb,11,13.7
Pune,70000,Diesel,Manual,First,2498.0,112.0,7.0,2.85,Mahindra,Xylo,11,14.0
Delhi,86000,Diesel,Manual,First,2179.0,140.0,7.0,7.85,Mahindra,XUV500,6,15.1
Pune,32000,Petrol,Manual,First,1197.0,85.8,5.0,5.3,Maruti,Swift,4,19.1
Mumbai,15000,Petrol,Manual,First,999.0,123.24,5.0,8.0,Ford,Ecosport,3,18.88
Coimbatore,69918,Diesel,Manual,First,1364.0,87.2,5.0,9.43,Toyota,Corolla,6,21.43
Pune,39000,Petrol,Manual,First,1197.0,80.0,5.0,2.75,Hyundai,i20,8,18.5
Mumbai,1011,Diesel,Manual,First,1461.0,108.45,5.0,13.5,Renault,Captur,2,20.37
Hyderabad,85000,Diesel,Automatic,First,2987.0,198.5,5.0,9.99,Mercedes-Benz,E-Class,11,11.0
Chennai,46663,Petrol,Manual,First,998.0,100.0,5.0,6.95,Maruti,Baleno,3,21.1
Chennai,27000,Petrol,Automatic,First,1498.0,99.6,5.0,6.75,Nissan,Sunny,5,17.97
Chennai,15000,Petrol,Automatic,First,1197.0,82.0,5.0,5.5,Hyundai,Grand,5,18.9
Kochi,10575,Petrol,Manual,First,1462.0,103.25,5.0,9.18,Maruti,Ciaz,2,21.56
Jaipur,12500,Petrol,Manual,First,1197.0,82.0,5.0,4.15,Hyundai,Xcent,6,19.1
Ahmedabad,52000,Diesel,Manual,First,1582.0,126.32,5.0,6.5,Hyundai,Verna,8,22.32
Kochi,49818,Petrol,Manual,First,1197.0,81.8,5.0,4.11,Maruti,Wagon,5,21.5
Hyderabad,90000,Diesel,Manual,Second,1493.0,110.0,5.0,2.25,Hyundai,Verna,12,16.8
Kochi,52207,Petrol,Manual,First,1197.0,78.9,5.0,4.56,Toyota,Etios,5,17.71
Pune,167362,Diesel,Manual,First,2498.0,112.0,7.0,4.0,Mahindra,Xylo,7,11.68
Coimbatore,49894,Diesel,Manual,First,1364.0,67.06,5.0,5.27,Toyota,Etios,5,23.59
Kochi,13024,Diesel,Manual,First,2523.0,63.0,7.0,9.11,Mahindra,Thar,1,18.06
Pune,128000,Diesel,Manual,Second,1995.0,147.6,5.0,6.2,Nissan,X-Trail,10,14.42
Kochi,26023,Diesel,Automatic,First,2755.0,171.5,7.0,19.97,Toyota,Innova,3,11.36
Delhi,42784,Diesel,Manual,First,1396.0,88.7,5.0,10.17,Hyundai,Creta,4,21.38
Pune,115000,Diesel,Manual,First,1248.0,74.0,5.0,4.5,Maruti,Swift,6,28.4
Kochi,30529,Diesel,Manual,First,1582.0,126.2,5.0,14.28,Hyundai,Verna,1,23.9
Kochi,14814,Petrol,Manual,Second,796.0,46.3,5.0,2.47,Maruti,Alto,8,19.7
Ahmedabad,58000,Diesel,Manual,First,1248.0,88.5,5.0,7.9,Maruti,S,4,23.65
Hyderabad,68128,Petrol,Manual,First,814.0,55.2,5.0,2.3,Hyundai,EON,9,21.1
Hyderabad,63220,Petrol,Manual,First,1598.0,102.5,5.0,6.5,Nissan,Terrano,7,13.24
Hyderabad,30000,Petrol,Manual,First,814.0,55.2,5.0,3.25,Hyundai,EON,4,21.1
Bangalore,27768,Diesel,Manual,First,1248.0,88.7,5.0,5.85,Tata,Zest,3,20.65
Hyderabad,53000,Diesel,Automatic,Second,2143.0,203.0,5.0,29.0,Mercedes-Benz,E-Class,6,14.21
Coimbatore,87652,Diesel,Automatic,Second,1968.0,174.3,5.0,25.71,Audi,Q5,6,14.16
Chennai,94873,Petrol,Manual,Second,1596.0,101.0,5.0,1.85,Ford,Fiesta,12,15.3
Mumbai,56000,Diesel,Automatic,First,1995.0,184.0,5.0,22.75,BMW,3,5,18.88
Kochi,18678,Petrol,Manual,First,998.0,100.0,5.0,8.32,Maruti,Baleno,2,21.1
Delhi,30000,Diesel,Automatic,First,2143.0,203.0,5.0,26.0,Mercedes-Benz,E-Class,6,14.21
Mumbai,129000,Diesel,Automatic,First,2953.0,,,7.0,Ford,Endeavour,8,12.8
Hyderabad,59000,Petrol,Manual,First,1197.0,78.9,5.0,3.45,Hyundai,i10,7,20.36
Mumbai,13000,Petrol,Manual,First,1197.0,82.0,5.0,5.15,Hyundai,Grand,3,18.9
Kochi,74325,Petrol,Manual,First,1198.0,86.8,5.0,3.51,Honda,Brio,6,19.4
Kolkata,45000,Diesel,Manual,First,1396.0,88.76,5.0,3.45,Hyundai,i20,5,21.9
Pune,57000,Petrol,Manual,First,1198.0,73.9,5.0,3.75,Volkswagen,Polo,7,16.47
Pune,125943,Petrol,Manual,Second,1493.0,100.0,5.0,1.45,Honda,City,19,13.0
Delhi,80000,Diesel,Manual,First,1896.0,66.0,5.0,2.2,Skoda,Octavia,12,18.7
Hyderabad,154000,Diesel,Manual,First,2499.0,141.0,7.0,7.99,Ford,Endeavour,10,13.1
Bangalore,62000,Diesel,Manual,Second,1991.0,147.9,5.0,6.75,Chevrolet,Cruze,7,18.3
Kolkata,27000,Petrol,Automatic,First,,,,11.99,Honda,CR-V,7,14.0
Kolkata,45000,Diesel,Manual,First,1498.0,98.6,7.0,5.0,Honda,Mobilio,6,24.2
Pune,105000,Diesel,Manual,Second,1248.0,88.76,7.0,5.9,Maruti,Ertiga,8,20.77
Mumbai,26000,Petrol,Manual,First,1197.0,82.0,5.0,3.75,Hyundai,Grand,7,18.9
Mumbai,30900,Diesel,Automatic,First,2993.0,,5.0,29.5,Jaguar,XF,6,14.74
Chennai,48000,Petrol,Manual,First,1198.0,86.7,5.0,4.75,Honda,Amaze,6,18.0
Pune,112719,Diesel,Automatic,First,2698.0,179.5,5.0,11.5,Audi,A6,9,12.4
Chennai,5000,Petrol,Manual,First,1197.0,81.83,5.0,6.95,Hyundai,i20,3,18.6
Mumbai,16000,Petrol,Manual,First,1198.0,73.75,5.0,5.4,Volkswagen,Ameo,4,17.0
Jaipur,63000,Petrol,Automatic,First,1997.0,135.1,5.0,4.75,Renault,Fluence,9,13.4
Chennai,28300,Petrol,Manual,First,998.0,67.1,5.0,2.15,Maruti,Alto,9,24.07
Jaipur,49000,Petrol,Manual,First,796.0,46.3,5.0,0.9,Maruti,Alto,15,19.7
Kolkata,12501,Petrol,Manual,First,998.0,67.04,5.0,3.5,Maruti,Wagon,4,20.51
Kochi,56628,Diesel,Manual,First,1248.0,92.0,5.0,5.85,Fiat,Linea,4,20.4
Pune,105000,Diesel,Manual,First,1248.0,73.9,5.0,3.15,Maruti,Swift,10,19.3
Pune,52126,Diesel,Manual,First,1461.0,84.8,5.0,6.0,Renault,Scala,4,21.64
Kolkata,38000,Petrol,Manual,First,1197.0,80.0,5.0,2.23,Hyundai,i20,10,18.5
Bangalore,50000,Petrol,Manual,First,1197.0,82.0,5.0,2.5,Hyundai,Xcent,4,19.1
Kochi,50230,Petrol,Manual,First,998.0,67.1,5.0,3.87,Maruti,Wagon,5,18.9
Ahmedabad,31000,Diesel,Manual,First,2179.0,140.0,7.0,9.5,Mahindra,XUV500,6,15.1
Delhi,79000,Diesel,Automatic,First,2982.0,168.5,7.0,17.75,Toyota,Fortuner,6,12.55
Delhi,130000,Diesel,Manual,First,1461.0,108.45,5.0,3.75,Renault,Duster,8,19.64
Chennai,115000,Petrol,Manual,Second,1086.0,62.1,5.0,1.5,Hyundai,Santro,10,17.92
Pune,41500,Petrol,Manual,Second,1591.0,121.3,5.0,5.0,Hyundai,Verna,7,17.01
Pune,54385,Diesel,Automatic,Second,1995.0,177.0,5.0,17.0,BMW,X1,6,15.06
Kochi,56361,Petrol,Automatic,First,1799.0,130.0,5.0,4.38,Honda,Civic,9,12.9
Delhi,22000,Petrol,Automatic,First,1798.0,187.74,5.0,41.5,Audi,A6,2,15.26
Kolkata,8000,Petrol,Manual,First,998.0,67.04,5.0,3.0,Maruti,Wagon,3,20.51
Coimbatore,28741,Diesel,Manual,First,1248.0,88.5,5.0,11.0,Maruti,Vitara,2,24.3
Pune,117236,Diesel,Automatic,Second,2720.0,190.0,7.0,14.0,Land,Rover,8,11.8
Pune,30500,Diesel,Automatic,First,1248.0,74.0,5.0,7.65,Maruti,Dzire,4,26.59
Kolkata,5000,Petrol,Manual,First,1591.0,121.3,5.0,8.7,Hyundai,Verna,2,17.0
Hyderabad,42000,Diesel,Manual,First,1248.0,88.5,7.0,9.9,Maruti,Ertiga,4,25.47
Mumbai,32773,Petrol,Manual,First,1495.0,94.0,5.0,2.05,Hyundai,Accent,10,13.2
Kolkata,19008,Petrol,Manual,First,1197.0,80.0,5.0,5.25,Hyundai,i20,4,17.0
Kochi,32542,Petrol,Manual,First,1591.0,121.3,5.0,5.77,Hyundai,Verna,8,17.0
Hyderabad,94753,Petrol,Manual,First,796.0,46.3,5.0,1.95,Maruti,Alto,10,19.7
Ahmedabad,70000,Diesel,Manual,Second,2179.0,120.0,8.0,7.45,Mahindra,Scorpio,9,12.05
Delhi,68347,Petrol,Manual,First,998.0,67.1,5.0,2.6,Maruti,Wagon,8,18.9
Ahmedabad,72000,Petrol,Manual,Second,1197.0,80.0,5.0,3.25,Hyundai,i20,9,17.0
Hyderabad,75014,Diesel,Manual,First,1248.0,73.9,5.0,3.85,Maruti,Ritz,10,21.1
Delhi,65000,Diesel,Automatic,Second,1995.0,148.0,5.0,7.5,Renault,Koleos,7,13.73
Kochi,55598,Diesel,Automatic,First,1995.0,190.0,5.0,11.5,BMW,3,8,22.69
Pune,50000,Petrol,Manual,First,1198.0,86.8,5.0,3.25,Honda,Brio,7,19.4
Chennai,44200,Petrol,Manual,Second,1997.0,134.0,5.0,1.5,Hyundai,Sonata,17,11.7
Jaipur,65000,Diesel,Manual,First,1248.0,73.9,5.0,5.31,Maruti,Swift,6,19.3
Hyderabad,49000,Diesel,Manual,First,2179.0,140.0,7.0,9.0,Mahindra,XUV500,7,16.0
Kolkata,7200,Petrol,Manual,First,1086.0,68.05,5.0,3.59,Hyundai,i10,4,19.81
Kochi,43152,Petrol,Manual,First,1373.0,91.1,5.0,7.35,Maruti,Ciaz,4,20.73
Pune,112000,Diesel,Manual,First,2494.0,102.0,8.0,12.0,Toyota,Innova,7,12.8
Coimbatore,23540,Petrol,Manual,First,1197.0,82.0,5.0,6.02,Hyundai,Grand,3,18.9
Coimbatore,82160,Diesel,Manual,First,1991.0,123.7,5.0,2.57,Chevrolet,Optra,12,16.52
Pune,57000,Diesel,Manual,First,2696.0,162.0,7.0,12.45,Mahindra,Ssangyong,7,12.83
Coimbatore,39335,Diesel,Manual,First,2179.0,140.0,7.0,12.63,Mahindra,XUV500,5,15.1
Bangalore,62000,Petrol,Manual,Second,1497.0,117.3,5.0,7.75,Honda,City,6,17.4
Delhi,60000,Diesel,Manual,First,1498.0,89.84,5.0,5.5,Ford,Ecosport,6,22.7
Kolkata,35000,Petrol,Manual,First,1197.0,81.83,5.0,4.43,Hyundai,i20,5,18.6
Kochi,32345,Diesel,Automatic,First,2143.0,136.0,5.0,24.51,Mercedes-Benz,CLA,4,17.9
Ahmedabad,47000,Petrol,Manual,First,814.0,55.0,5.0,2.65,Hyundai,EON,6,22.0
Delhi,65537,CNG,Manual,Second,796.0,40.3,4.0,2.1,Maruti,Alto,8,
Delhi,36000,Petrol,Manual,First,1496.0,88.7,5.0,3.2,Toyota,Etios,9,17.6
Chennai,75000,Diesel,Manual,First,1248.0,74.0,5.0,4.25,Maruti,Swift,4,23.4
Kolkata,38000,Petrol,Manual,First,796.0,46.3,5.0,1.1,Maruti,Alto,12,19.7
Chennai,57818,Petrol,Manual,First,998.0,67.04,5.0,4.3,Maruti,Celerio,5,23.1
Hyderabad,45000,Diesel,Manual,First,1498.0,89.84,5.0,8.9,Ford,Ecosport,5,22.7
Jaipur,75055,Diesel,Manual,First,1461.0,108.5,5.0,6.5,Nissan,Terrano,5,19.01
Delhi,65462,Petrol,Automatic,Third,2354.0,142.0,5.0,3.5,Honda,Accord,11,11.1
Hyderabad,76206,Diesel,Manual,First,1248.0,75.0,5.0,4.25,Maruti,Swift,12,17.8
Kochi,25948,Diesel,Automatic,First,2179.0,140.0,7.0,16.46,Mahindra,XUV500,2,16.0
Mumbai,28500,Petrol,Manual,First,1199.0,88.7,5.0,5.95,Honda,Jazz,4,18.7
Mumbai,28004,Petrol,Manual,First,1497.0,117.3,5.0,7.1,Honda,City,5,17.8
Kolkata,25000,Petrol,Manual,Second,1172.0,67.0,5.0,1.25,Fiat,Grande,9,15.7
Kolkata,40000,Petrol,Manual,Second,1061.0,,,2.5,Maruti,Estilo,10,19.5
Pune,82543,Petrol,Manual,First,1373.0,93.7,7.0,5.5,Maruti,Ertiga,7,16.02
Chennai,30000,Petrol,Manual,First,1198.0,75.0,5.0,3.25,Nissan,Micra,7,18.44
Hyderabad,27800,Petrol,Manual,First,1497.0,118.0,5.0,5.0,Honda,City,10,17.0
Coimbatore,33415,Petrol,Manual,First,1496.0,88.73,5.0,6.58,Toyota,Etios,4,16.78
Mumbai,38000,Diesel,Automatic,First,1995.0,184.0,5.0,19.5,BMW,3,7,18.88
Kochi,41981,Petrol,Manual,First,1199.0,88.7,5.0,6.14,Honda,Jazz,3,18.7
Jaipur,77084,Diesel,Manual,First,1248.0,73.75,5.0,4.95,Maruti,Dzire,7,28.4
Hyderabad,71803,Diesel,Manual,First,1598.0,103.5,5.0,5.75,Skoda,Rapid,7,20.5
Kolkata,73314,Diesel,Manual,First,2179.0,140.0,7.0,6.6,Mahindra,XUV500,7,15.1
Coimbatore,69053,Petrol,Automatic,First,1197.0,82.0,5.0,5.72,Hyundai,Grand,5,18.9
Delhi,79782,Petrol,Manual,Second,1497.0,118.0,5.0,2.6,Honda,City,11,17.0
Hyderabad,250000,Diesel,Manual,Second,2494.0,102.0,7.0,6.5,Toyota,Innova,10,12.8
Pune,90000,Diesel,Manual,Second,2179.0,140.0,7.0,6.1,Mahindra,XUV500,9,15.1
Hyderabad,130000,Diesel,Manual,First,1248.0,73.9,5.0,3.85,Maruti,Swift,10,19.3
Pune,65000,Petrol,Manual,Second,1598.0,103.6,5.0,4.5,Volkswagen,Vento,7,15.04
Coimbatore,46496,Diesel,Manual,First,1364.0,,5.0,5.3,Toyota,Etios,7,23.59
Bangalore,76000,Diesel,Automatic,Second,1968.0,147.51,5.0,18.25,Audi,A4,7,16.55
Ahmedabad,28002,Petrol,Manual,First,1373.0,93.7,7.0,5.75,Maruti,Ertiga,8,16.02
Mumbai,63000,CNG,Manual,Second,1798.0,138.0,5.0,3.35,Toyota,Corolla,10,20.342
Jaipur,70000,Petrol,Manual,Second,796.0,37.0,4.0,0.9,Maruti,800,10,16.1
Hyderabad,66276,Petrol,Manual,First,1497.0,118.0,5.0,5.5,Honda,City,9,17.0
Kolkata,45000,Petrol,Manual,First,1197.0,85.8,5.0,3.99,Maruti,Swift,6,19.1
Delhi,67000,Petrol,Automatic,First,2494.0,158.2,5.0,18.75,Toyota,Camry,6,19.16
Kolkata,43068,Diesel,Manual,First,1120.0,70.0,5.0,3.5,Hyundai,Grand,6,24.0
Chennai,40000,Diesel,Automatic,First,2755.0,171.5,8.0,16.45,Toyota,Innova,4,11.36
Coimbatore,50436,Petrol,Manual,First,1197.0,78.9,5.0,3.65,Hyundai,i10,9,20.36
Bangalore,21000,Petrol,Automatic,First,1197.0,82.0,5.0,5.4,Hyundai,Grand,6,18.9
Mumbai,2000,Diesel,Manual,First,1248.0,74.0,5.0,8.7,Maruti,Baleno,2,27.39
Mumbai,14500,Petrol,Automatic,First,1798.0,177.46,5.0,20.75,Skoda,Superb,4,14.67
Hyderabad,68782,Diesel,Automatic,First,2143.0,170.0,5.0,12.5,Mercedes-Benz,New,10,14.84
Kolkata,35888,Diesel,Manual,First,1248.0,73.9,5.0,1.89,Maruti,Ritz,9,21.1
Kolkata,168205,Diesel,Manual,First,1248.0,74.0,5.0,4.0,Maruti,Swift,5,23.4
Mumbai,47000,Petrol,Manual,First,1799.0,130.2,5.0,3.95,Honda,Civic,8,14.8
Hyderabad,93700,Diesel,Manual,First,1248.0,88.5,7.0,7.85,Maruti,Ertiga,5,24.52
Kolkata,45000,Diesel,Manual,First,1582.0,126.24,5.0,7.0,Hyundai,Elantra,6,22.7
Hyderabad,55547,Diesel,Automatic,First,2982.0,168.5,7.0,24.99,Toyota,Fortuner,4,12.55
Delhi,69000,Petrol,Automatic,First,1197.0,103.6,5.0,4.5,Volkswagen,Polo,7,17.21
Pune,88000,Diesel,Manual,Third,1896.0,66.0,5.0,1.25,Skoda,Octavia,15,18.7
Delhi,32400,Diesel,Manual,First,1498.0,88.8,5.0,3.95,Volkswagen,Polo,6,20.14
Pune,79000,Petrol,Manual,Second,1086.0,62.1,5.0,1.6,Hyundai,Santro,8,17.92
Hyderabad,110000,Petrol,Manual,First,1495.0,94.0,5.0,0.6,Hyundai,Accent,16,13.2
Coimbatore,45407,Petrol,Manual,Second,814.0,55.2,5.0,3.39,Hyundai,EON,6,21.1
Hyderabad,136490,Diesel,Manual,First,2494.0,102.0,7.0,9.8,Toyota,Innova,9,12.8
Mumbai,19000,Diesel,Manual,First,1248.0,74.0,5.0,5.91,Maruti,Ignis,3,26.8
Mumbai,19416,Petrol,Manual,First,1462.0,103.25,5.0,8.25,Maruti,Ciaz,3,21.56
Mumbai,15500,Petrol,Manual,First,1298.0,85.8,5.0,3.75,Maruti,Swift,8,17.5
Hyderabad,12538,Petrol,Automatic,First,1497.0,117.3,5.0,12.5,Honda,City,3,18.0
Bangalore,62588,Diesel,Manual,First,1248.0,,5.0,5.95,Maruti,Swift,5,17.8
Delhi,44328,Petrol,Manual,First,1198.0,86.8,5.0,3.8,Honda,Brio,5,19.4
Delhi,63000,Diesel,Manual,First,1364.0,67.04,5.0,4.35,Toyota,Etios,6,23.59
Hyderabad,100000,Diesel,Automatic,First,2400.0,215.0,5.0,32.5,Volvo,XC60,5,13.5
Kolkata,103000,Petrol,Manual,First,1193.0,64.08,5.0,3.0,Tata,Indigo,5,15.64
Pune,50296,Diesel,Automatic,Second,2755.0,171.5,7.0,19.0,Toyota,Innova,4,11.36
Pune,95500,Diesel,Manual,First,1598.0,103.6,5.0,5.0,Volkswagen,Vento,7,20.54
Pune,72100,Diesel,Manual,First,1498.0,89.84,5.0,5.45,Ford,Ecosport,6,22.7
Mumbai,19119,Petrol,Manual,First,998.0,67.1,5.0,2.7,Maruti,Wagon,10,18.9
Mumbai,30000,Petrol,Manual,First,2987.0,210.0,5.0,10.75,Mercedes-Benz,S-Class,14,13.0
Hyderabad,75600,Diesel,Manual,First,1498.0,88.8,5.0,5.8,Volkswagen,Polo,5,20.14
Pune,137000,Petrol,Manual,Second,1193.0,65.3,5.0,0.95,Tata,Indica,13,15.3
Jaipur,53500,Petrol,Manual,Second,796.0,37.0,4.0,0.63,Maruti,800,18,16.1
Kochi,26101,Diesel,Manual,First,1956.0,170.0,5.0,17.55,Jeep,Compass,2,17.1
Pune,7000,Petrol,Manual,First,998.0,67.1,5.0,3.0,Maruti,Alto,4,24.07
Bangalore,50000,Diesel,Automatic,First,1968.0,141.0,5.0,15.0,Skoda,Octavia,7,19.3
Hyderabad,30000,Diesel,Manual,First,1248.0,74.0,5.0,6.0,Maruti,Swift,4,26.59
Mumbai,38151,Diesel,Manual,First,1248.0,88.5,5.0,7.65,Maruti,Ciaz,4,28.09
Jaipur,116000,Diesel,Manual,Second,2148.0,170.0,5.0,8.5,Mercedes-Benz,New,11,15.8
Kolkata,22000,Diesel,Manual,First,1399.0,68.0,5.0,2.25,Ford,Figo,7,20.0
Delhi,60000,Petrol,Automatic,Second,1798.0,138.1,5.0,4.65,Toyota,Corolla,10,14.53
Mumbai,38000,Diesel,Manual,First,1598.0,118.0,5.0,7.85,Maruti,SX4,4,22.7
Coimbatore,51928,Petrol,Manual,First,1196.0,70.0,5.0,3.46,Ford,Figo,9,15.6
Mumbai,3000,Petrol,Automatic,First,1199.0,88.7,5.0,8.25,Honda,Jazz,2,19.0
Pune,67196,Petrol,Manual,First,993.0,60.0,5.0,1.25,Maruti,Zen,14,17.3
Bangalore,100000,Diesel,Manual,Third,2982.0,171.0,7.0,16.0,Toyota,Fortuner,8,11.5
Jaipur,65218,Diesel,Manual,First,1248.0,88.5,5.0,7.4,Maruti,Ciaz,5,26.21
Kochi,53886,Petrol,Manual,First,799.0,53.3,5.0,3.07,Renault,KWID,4,25.17
Coimbatore,50058,Petrol,Automatic,First,1197.0,80.0,5.0,3.84,Hyundai,i10,9,19.2
Pune,64000,Petrol,Automatic,First,998.0,67.04,5.0,4.2,Maruti,Celerio,4,23.1
Kochi,41641,Diesel,Manual,First,1396.0,88.7,5.0,10.82,Hyundai,Creta,2,21.38
Hyderabad,44345,Diesel,Manual,First,1498.0,98.6,5.0,6.1,Honda,Jazz,4,27.3
Kolkata,45501,Petrol,Manual,First,1497.0,118.0,5.0,3.1,Honda,City,9,17.0
Chennai,104000,Petrol,Manual,Third,1468.0,85.8,5.0,1.0,Mitsubishi,Lancer,19,13.7
Coimbatore,50297,Petrol,Manual,First,1498.0,97.6,5.0,4.69,Nissan,Sunny,8,16.95
Mumbai,87000,Petrol,Automatic,First,2354.0,177.6,5.0,5.4,Honda,Accord,9,11.7
Mumbai,120000,Diesel,Manual,First,2179.0,140.0,7.0,12.0,Mahindra,XUV500,4,15.1
Mumbai,17000,Petrol,Manual,First,1197.0,81.83,5.0,6.5,Hyundai,i20,2,18.6
